DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	air_t_mean	air_p_mean	co2_signal_strength_7500_mean	rssi_77_mean	ALB_1_1_1	CHK__1_1_1	DAQM_T_1_1_1	VIN_1_1_1	DRM_POWER_STATUS_1_1_1	DRM_V_BATTERY_1_1_1	DRM_V_MAIN_1_1_1	LWIN_1_1_1	LWOUT_1_1_1	PPFD_1_1_1	P_RAIN_1_1_1	RH_1_1_1	RN_1_1_1	SHF_1_1_1	SHF_2_1_1	SHF_3_1_1	SWC_1_1_1	SWC_2_1_1	SWC_3_1_1	SWIN_1_1_1	SWOUT_1_1_1	TA_1_1_1	TNR_C_1_1_1	TS_1_1_1	TS_2_1_1	TS_3_1_1	CHK
DATA	2026-06-10T050000_smart3-01508.ghg	2026-06-10	05:30:00	161.2291	0	18000	18000	-0.0224194	1	NaN	NaN	1	NaN	-1463.75	1	NaN	-1.70361	1	NaN	-33.2636	1	NaN	0.0103959	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.81159e-11	-4.8563e-12	-3.4353e-13	NaN	18.3118	450.653	463.642	0.2	0	1138.41	28.0161	28.8236	0.2	0	0.0805299	1.99399	2.05147	0	1	NaN	NaN	NaN	NaN	9	301.375	297.687	100568	1.16448	1021.28	0.0246099	-2.15548	0.0205141	2818.28	3072.34	0.0176165	91.7307	254.062	296.213	-0.470274	0.493048	-0.0415272	0.682626	4.80753e-14	-4.26587e-15	0.682626	2.51702	45.4697	133.646	-3.48772	NaN	0.138754	0.154177	NaN	0	NaN	0.0795597	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0224194	NaN	-13.1286	NaN	-7.87113	NaN	13.2896	NaN	-0.178871	NaN	0.0108521	NaN	NaN	NaN	800000009	800000009	800000009	800000009	800000109	800001109	899999999	899999999	89999	89999	89	89	12	2	0	12	20	34	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18000	18000	18000	0	NaN	100	0.140872	0.128131	0.0393518	0.0317816	0.0522095	8.49462	1.01286e-7	NaN	-0.0110392	0.0132896	-0.178871	0.0000108521	NaN	297.176	100926	101	27.9053	-0.457291	131.233	28.5114	12.2759	15	10.7736	12.061	397.956	440.637	-0.0137098	0	96.2087	-46.2647	-19.7469	-16.1422	-10.2285	NaN	NaN	NaN	-2.4756	1.1089	297.772	23.9389	NaN	NaN	NaN	228
DATA	2026-06-10T053000_smart3-01508.ghg	2026-06-10	06:00:00	161.2499	0	18000	18000	-0.0106306	1	NaN	NaN	1	NaN	-1454.91	1	NaN	-3.80421	1	NaN	-33.0584	1	NaN	0.00878601	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.43093e-11	-8.70578e-13	-6.29542e-14	NaN	18.6217	457.982	471.109	0	1	1132.94	27.8635	28.6622	0.2	0	0.0819267	2.02724	2.08534	0	1	NaN	NaN	NaN	NaN	9	301.284	297.554	100589	1.1653	1021.19	0.0245939	-2.14219	0.0204156	2803.5	3048.14	0.0175196	91.9741	244.64	296.126	-0.227207	0.489541	-0.0262332	0.540334	-1.10568e-15	-7.68421e-16	0.540334	2.10229	63.7506	114.897	-2.7828	NaN	0.0955121	0.101556	NaN	0	NaN	0.0847923	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0106306	NaN	-9.63745	NaN	-6.35608	NaN	11.3388	NaN	-0.144423	NaN	0.00915906	NaN	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800100009	899999999	899999999	89999	89999	89	89	13	2	2	1	5	8	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18000	18000	18000	0	NaN	100	0.101946	0.0789228	0.0222432	0.0281656	0.0632874	8.84506	1.36802e-7	NaN	-0.0080987	0.0113388	-0.144423	0.00000915906	NaN	297.064	100955	100.989	27.8991	-0.735361	129.8	28.4617	12.2758	15	10.7721	12.061	397.949	439.496	0.552363	0	96.5944	-44.7612	-20.3651	-16.0984	-10.2436	NaN	NaN	NaN	-2.07326	1.14118	297.63	23.7638	NaN	NaN	NaN	222
DATA	2026-06-10T060000_smart3-01508.ghg	2026-06-10	06:30:00	161.2707	1	18000	18000	-0.0173611	2	NaN	NaN	1	NaN	-1452.63	1	NaN	-4.10653	1	NaN	-33.0094	1	NaN	0.00831374	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.72594e-11	4.03966e-12	2.93454e-13	NaN	18.8866	464.435	477.762	0.2	0	1134.34	27.8944	28.6948	0	1	0.0824025	2.03974	2.09827	0	1	NaN	NaN	NaN	NaN	9	301.257	297.636	100629	1.16544	1021.21	0.0245907	-2.13901	0.0204409	2807.74	3063.02	0.0175392	91.6659	255.276	296.151	-0.129254	0.382729	-0.0216902	0.404547	-1.54711e-14	3.56122e-15	0.404547	3.3337	73.0162	108.661	-3.07344	NaN	0.122051	0.166747	NaN	0	NaN	0.057277	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0173611	NaN	-8.32013	NaN	-3.05002	NaN	11.2271	NaN	-0.0693082	NaN	0.00846499	NaN	NaN	NaN	800000009	800000009	800000009	800000009	800100009	810101009	899999999	899999999	89999	89999	89	89	16	3	6	1	4	7	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	5	0	0	0	0	301	0	0	0	0	21	18000	18000	18000	0	NaN	100	0.250834	0.0618298	0.0208315	0.0306798	0.143904	10.282	8.4599e-8	NaN	-0.00699074	0.0112271	-0.0693082	0.00000846499	NaN	297.174	100992	100.988	27.5974	0.498461	164.067	28.4203	12.2759	15	10.7725	12.0613	402.546	440.117	25.7704	0	96.6502	-30.1006	-20.2313	-16.2426	-10.321	NaN	NaN	NaN	11.5401	4.06996	297.611	23.7456	NaN	NaN	NaN	179
DATA	2026-06-10T063000_smart3-01508.ghg	2026-06-10	07:00:00	161.2916	1	18000	18000	-0.0239219	1	NaN	NaN	1	NaN	-1458.45	1	NaN	-8.57916	1	NaN	-33.1761	1	NaN	0.013081	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.89673e-11	2.46469e-12	1.73222e-13	NaN	18.2604	450.662	463.885	0.1	0	1154.98	28.5045	29.3408	0.1	0	0.0811733	2.01941	2.07866	0.2	0	NaN	NaN	NaN	NaN	9	301.89	298.708	100627	1.16097	1021.58	0.0246797	-2.14981	0.0208127	2869.1	3264.96	0.017927	87.8754	395.863	296.509	-0.279122	1.152	-0.0755763	1.18774	7.02084e-15	2.13398e-15	1.18774	3.39352	75.4948	103.62	-3.64822	NaN	0.143545	0.206541	NaN	0	NaN	0.058575	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0239219	NaN	-9.97227	NaN	16.1605	NaN	6.37485	NaN	0.367612	NaN	0.0118977	NaN	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800000009	899999999	899999999	89999	89999	89	89	14	3	1	0	4	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18000	18000	18000	0	NaN	100	0.206269	0.147524	0.0592886	0.101976	0.0180498	75.0962	1.76187e-7	NaN	-0.00840814	0.00637485	0.367612	0.0000118977	NaN	298.101	100991	100.99	29.4347	0.333399	129.7	28.843	12.276	15	10.7709	12.0592	401.543	446.478	136.923	0	93.4037	3.47963	-16.4814	-15.7401	-10.4274	NaN	NaN	NaN	71.3647	22.9503	298.477	24.6951	NaN	NaN	NaN	150
DATA	2026-06-10T070000_smart3-01508.ghg	2026-06-10	07:30:00	161.3124	1	18000	18000	-0.043535	1	NaN	NaN	1	NaN	-1447.58	1	NaN	-15.2192	1	NaN	-32.9723	1	NaN	0.00492447	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.60667e-11	1.06223e-12	7.19369e-14	NaN	17.8498	442.367	455.694	0.2	0	1180.11	29.2464	30.1276	0.1	0	0.0799206	2.00085	2.06113	0	1	NaN	NaN	NaN	NaN	9	302.967	300.067	100665	1.15582	1022.04	0.0247827	-2.1366	0.0212656	2944.88	3537.74	0.0183988	83.2419	592.86	296.941	-0.630834	1.01785	-0.087964	1.20071	-2.57086e-14	9.00105e-16	1.20071	3.78714	58.6762	121.79	-4.20125	NaN	0.194077	0.319328	NaN	0	NaN	-0.0378162	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.043535	NaN	8.66979	NaN	56.2689	NaN	-0.630551	NaN	1.28167	NaN	0.00115572	NaN	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800010009	899999999	899999999	89999	89999	89	89	9	3	4	25	11	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18000	18000	18000	0	NaN	100	0.324859	0.241234	0.0725618	0.0491747	0.00651708	165.018	6.12576e-8	NaN	0.00733927	-0.000630551	1.28167	0.00000115572	NaN	299.448	101034	100.919	30.2832	0.23918	160.567	30.3315	12.2768	15	10.7699	12.0558	403.602	454.828	371.577	0	89.0349	71.9095	-8.20166	-12.8556	-10.3263	NaN	NaN	NaN	161.398	38.2622	299.627	26.6373	NaN	NaN	NaN	135
DATA	2026-06-10T073000_smart3-01508.ghg	2026-06-10	08:00:00	161.3332	1	18000	18000	-0.0592952	2	NaN	NaN	1	NaN	-1433.81	1	NaN	-17.8392	1	NaN	-32.6959	1	NaN	0.0178405	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.28021e-11	4.25845e-12	2.8292e-13	NaN	17.6878	439.9	453.425	0.1	0	1199.37	29.8285	30.7456	0.1	0	0.0796827	2.00573	2.0674	0	1	NaN	NaN	NaN	NaN	9	303.815	301.238	100703	1.1515	1022.4	0.0248702	-2.11869	0.0216126	3004.62	3788.48	0.0187692	79.3093	783.865	297.276	-0.639239	1.3337	-0.120724	1.4839	-3.73312e-14	3.55058e-15	1.4839	5.02245	65.1948	115.608	-4.66648	NaN	0.226923	0.422716	NaN	0	NaN	-0.0905557	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0592952	NaN	24.1923	NaN	91.881	NaN	-3.45355	NaN	2.09521	NaN	0.0115456	NaN	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800000009	899999999	899999999	89999	89999	89	89	12	13	4	23	5	5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	16	18000	18000	18000	0	NaN	100	0.444467	0.295487	0.105478	0.0922752	0.013875	269.552	2.43951e-7	NaN	0.0205492	-0.00345355	2.09521	0.0000115456	NaN	300.38	101082	100.833	30.1389	0.21314	150.767	32.1044	12.2776	15	10.7682	12.0551	406.997	462.92	531.418	0	86.5976	146.379	-1.83328	-8.93035	-9.64017	NaN	NaN	NaN	256.878	54.5761	300.383	28.3356	NaN	NaN	NaN	074
DATA	2026-06-10T083000_smart3-01508.ghg	2026-06-10	09:00:00	161.3749	1	18000	18000	-0.10419	2	NaN	NaN	1	NaN	-1384.64	1	NaN	-30.6306	1	NaN	-31.6338	1	NaN	-0.00775163	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.75508e-12	4.91761e-13	3.0686e-14	NaN	16.8725	421.973	435.346	0.1	0	1228.3	30.7191	31.6926	0.1	0	0.076646	1.94641	2.00809	0.2	0	NaN	NaN	NaN	NaN	9	305.302	303.156	100779	1.14469	1022.95	0.0250095	-2.04987	0.0221339	3096.68	4232.62	0.0193361	73.1624	1135.93	297.779	0.197922	2.2139	-0.095293	2.22477	-2.36129e-14	4.0036e-16	2.22477	7.59793	93.0515	84.8914	-2.45488	NaN	0.301695	1.0182	NaN	0	NaN	-0.16034	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.10419	NaN	56.6439	NaN	172.284	NaN	-17.2795	NaN	3.93603	NaN	-0.0186799	NaN	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800001009	899999999	899999999	89999	89999	89	89	2	4	2	18	15	2	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18000	18000	18000	0	NaN	100	0.936237	0.923388	0.17677	0.153519	0.0175606	616.337	1.37955e-7	NaN	0.0483737	-0.0172795	3.93603	-0.0000186799	NaN	301.96	101157	100.66	29.8021	0.178967	109.933	34.9818	12.2784	15	10.7652	12.0502	427.256	477.217	843.51	0	81.4765	314.693	17.0799	3.16525	-6.52224	NaN	NaN	NaN	445.907	81.2531	301.913	30.7591	NaN	NaN	NaN	061
DATA	2026-06-10T090000_smart3-01508.ghg	2026-06-10	09:30:00	161.3957	1	18000	18000	-0.103248	2	NaN	NaN	2	NaN	-1391.51	2	NaN	-25.9827	2	NaN	-31.7848	2	NaN	-0.000905416	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.55209e-11	1.12665e-12	7.07761e-14	NaN	16.7251	417.9	430.974	0.1	0	1214.06	30.335	31.284	0.1	0	0.0762669	1.93483	1.99536	0.1	0	NaN	NaN	NaN	NaN	9	305.402	302.969	100810	1.14592	1022.72	0.0249865	-2.05966	0.0218773	3058.89	4187.33	0.0190915	73.051	1128.44	297.574	0.417022	2.1466	-0.101205	2.18908	-1.05151e-14	9.28005e-16	2.18908	6.29472	101.852	79.006	-2.64983	NaN	0.300169	1.11366	NaN	0	NaN	-0.0658118	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.103248	NaN	23.1516	NaN	147.47	NaN	-12.6974	NaN	3.36852	NaN	-0.010289	NaN	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800011009	899999999	899999999	89999	89999	89	89	8	6	2	12	14	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	11	18000	18000	18000	0	NaN	100	0.811435	1.22367	0.192222	0.0955191	0.0122753	533.628	3.64215e-8	NaN	0.0197546	-0.0126974	3.36852	-0.000010289	NaN	301.878	101183	100.678	28.7916	0.168855	124.733	35.9271	12.279	15	10.7633	12.0518	449.63	474.407	602.52	0	80.6922	246.372	18.1582	6.39812	-4.25855	NaN	NaN	NaN	327.371	56.2213	301.954	30.1877	NaN	NaN	NaN	200
DATA	2026-06-10T093000_smart3-01508.ghg	2026-06-10	10:00:00	161.4165	1	18000	18000	-0.0900834	2	NaN	NaN	1	NaN	-1407.07	1	NaN	-29.859	1	NaN	-32.147	1	NaN	-0.00648719	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.78276e-10	-1.30574e-11	-8.17296e-13	NaN	16.5877	414.755	427.749	0.1	0	1214.93	30.3779	31.3296	0.1	0	0.0760456	1.93104	1.99154	0.2	0	NaN	NaN	NaN	NaN	9	305.655	303.178	100810	1.14511	1022.75	0.0250037	-2.08313	0.0218931	3063.22	4237.97	0.0191189	72.2803	1174.75	297.598	0.399124	1.90749	-0.0482852	1.9494	8.85782e-14	-1.07474e-14	1.9494	6.68854	100.824	78.1819	-1.41932	NaN	0.280479	0.945351	NaN	0	NaN	-0.0895922	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0900834	NaN	29.4297	NaN	133.193	NaN	-16.5234	NaN	3.04302	NaN	-0.0148572	NaN	NaN	NaN	800000009	800000009	800000009	800000009	800010009	800011009	899999999	899999999	89999	89999	89	89	2	10	3	7	12	3	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18000	18000	18000	0	NaN	100	0.794837	0.955216	0.140649	0.105044	0.0183182	560.133	4.03833e-8	NaN	0.0251287	-0.0165234	3.04302	-0.0000148572	NaN	302.117	101185	100.655	29.4415	0.173079	122.7	36.1602	12.2789	15	10.7627	12.0536	451.306	475.495	599.683	0	79.887	246.656	17.7282	8.86284	-2.1732	NaN	NaN	NaN	327.704	56.8578	302.154	30.1992	NaN	NaN	NaN	140
DATA	2026-06-10T100000_smart3-01508.ghg	2026-06-10	10:30:00	161.4374	1	18000	18000	-0.0828628	2	NaN	NaN	2	NaN	-1354.37	2	NaN	-31.3379	2	NaN	-30.9609	2	NaN	-0.00653243	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.45403e-11	-1.06236e-12	-6.69637e-14	NaN	16.4933	413.319	426.189	0.1	0	1205.05	30.1985	31.1389	0.1	0	0.0759578	1.93376	1.99397	0.2	0	NaN	NaN	NaN	NaN	9	305.989	303.771	100781	1.14262	1022.66	0.0250599	-2.00626	0.0217151	3044.25	4384.33	0.0190047	69.4348	1340.08	297.494	0.856315	2.17493	-0.0560088	2.3381	2.0797e-14	-8.81591e-16	2.3381	5.81496	111.244	68.5094	-1.37264	NaN	0.269296	0.974809	NaN	0	NaN	-0.0949125	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0828628	NaN	29.8666	NaN	171.474	NaN	-18.5387	NaN	3.91988	NaN	-0.0173457	NaN	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800011009	899999999	899999999	89999	89999	89	89	11	1	1	26	21	3	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18000	18000	18000	0	NaN	100	0.809697	0.963275	0.176645	0.148781	0.0197613	770.205	3.28838e-8	NaN	0.0255595	-0.0185387	3.91988	-0.0000173457	NaN	302.568	101162	100.598	28.4574	0.164681	149.433	36.4742	12.279	15	10.7619	12.053	433.824	480.342	797.692	0	77.2482	339.13	25.0048	11.0428	-0.316835	NaN	NaN	NaN	462.887	77.2391	302.628	30.9095	NaN	NaN	NaN	191
DATA	2026-06-10T103000_smart3-01508.ghg	2026-06-10	11:00:00	161.4582	1	18000	18000	-0.113404	2	NaN	NaN	1	NaN	-1281.43	1	NaN	-42.806	1	NaN	-29.308	1	NaN	-0.000948495	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.27467e-11	7.00924e-12	4.3102e-13	NaN	16.3831	411.326	424.523	0	0	1238.13	31.0856	32.0829	0	0	0.0761367	1.94348	2.00583	0.1	0	NaN	NaN	NaN	NaN	9	306.309	304.286	100763	1.14009	1023.19	0.0251068	-1.89916	0.0223112	3133.11	4514.88	0.0195696	69.3953	1381.76	297.975	1.28822	1.25822	0.0354107	1.80107	1.48865e-13	5.66113e-15	1.80107	5.99739	132.508	44.325	1.12656	NaN	0.315388	1.05505	NaN	0	NaN	-0.234909	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.113404	NaN	86.4249	NaN	283.356	NaN	-30.7486	NaN	6.48075	NaN	-0.0190603	NaN	NaN	NaN	800000009	800000009	800000009	800000009	800000009	800000009	899999999	899999999	89999	89999	89	89	0	9	5	11	9	5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	5	0	0	0	0	301	0	0	0	0	11	18000	18000	18000	0	NaN	100	0.678625	1.30148	0.129996	0.328472	0.0392063	1921.33	1.44708e-7	NaN	0.0740872	-0.0307486	6.48075	-0.0000190603	NaN	302.914	101146	100.547	27.258	0.166499	142.067	37.2201	12.2793	15	10.7606	12.0524	444.221	486.51	1065.1	0	78.0413	451.086	40.4953	17.2702	1.62531	NaN	NaN	NaN	592.16	98.7853	302.801	31.6518	NaN	NaN	NaN	126
DATA	2026-06-10T110000_smart3-01508.ghg	2026-06-10	11:30:00	161.479	1	18000	18000	-0.0878684	2	NaN	NaN	1	NaN	-1331.59	1	NaN	-47.1949	1	NaN	-30.4832	1	NaN	0.000548088	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.60768e-11	-2.85946e-12	-1.68483e-13	NaN	16.2836	410.274	424.064	0	0	1290.64	32.5185	33.6115	0	0	0.0760461	1.95042	2.01598	0.1	0	NaN	NaN	NaN	NaN	9	307.184	305.219	100715	1.13545	1024.04	0.0251956	-1.97531	0.0232573	3275.99	4760	0.0204829	68.8234	1484.01	298.724	1.59429	0.409136	0.0688965	1.6474	-1.114e-14	-2.21553e-15	1.6474	5.67532	163.241	14.3929	2.39689	NaN	0.278184	1.33018	NaN	0	NaN	-0.317135	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0878684	NaN	102.58	NaN	300.18	NaN	-34.6861	NaN	6.8718	NaN	-0.0187332	NaN	NaN	NaN	800000009	800000009	800000009	800000109	800000009	800100009	899999999	899999999	89999	89999	89	89	3	3	6	6	6	2	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	18000	18000	18000	0	NaN	98	1.09259	1.41395	0.15383	0.798298	0.171662	3890.89	4.76631e-7	NaN	0.0882218	-0.0346861	6.8718	-0.0000187332	NaN	303.785	101115	98.6115	26.71	0.157613	138.567	38.4398	12.2798	15	10.7594	12.0511	439.066	496.937	1361.46	0	77.6842	569.998	80.9079	32.1067	4.51082	NaN	NaN	NaN	747.78	119.911	303.425	33.556	NaN	NaN	NaN	142
DATA	2026-06-10T113000_smart3-01508.ghg	2026-06-10	12:00:00	161.4999	1	18000	18000	-0.0617531	2	NaN	NaN	1	NaN	-1398.06	1	NaN	-21.1442	2	NaN	-31.9483	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.62882e-10	-1.28116e-11	NaN	NaN	16.8007	421.692	436.159	-0.1	0	1321.47	33.1686	34.3065	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	306.634	303.407	100691	1.14172	1024.34	0.0250997	-2.07025	0.0238129	3334.27	4292.35	0.0208571	77.6793	958.081	299.022	1.793	0.238924	0.0802502	1.81062	1.00561e-14	-9.69496e-15	1.81062	4.41429	170.502	7.59019	2.54029	NaN	0.232568	0.530192	NaN	0	NaN	-0.186694	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0617531	NaN	50.7789	NaN	277.768	NaN	-7.69509	NaN	6.34749	NaN	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800001109	800001109	800001109	899999999	899999999	89999	89999	89	89	4	7	0	1	13	14	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	16568	0	0	0	0	0	0	0	0	0	0	18000	18000	18000	0	NaN	90	0.566308	0.412861	0.0812142	0.839385	0.436844	3288.34	NaN	NaN	0.0434191	-0.00769509	6.34749	NaN	NaN	301.857	101057	89.3339	1.88752	0.163653	110.567	39.0135	12.2799	15	10.7567	12.0484	440.119	487.108	1322.3	0.0007	82.9578	568.474	72.5742	44.0538	9.63312	NaN	NaN	NaN	733.431	117.967	302.442	30.9217	NaN	NaN	NaN	176
